Dirty_Dancing_Fitness_Workout_00000051.jpg 3 6
 592.0 181.8 623.0 194.3 
 528.9 212.7 505.7 195.4 
 623.0 196.6 602.1 181.8 
 577.1 136.5 578.9 170.4 
Zumba_Fitness_Basic_Steps_De_00000736.jpg 3 6
 382.5 182.4 386.6 256.2 
 359.8 185.9 347.9 222.2 
 418.2 184.7 454.5 203.2 
 345.0 221.6 349.7 186.5 
 456.9 205.6 467.6 173.4 
 379.5 135.9 381.9 168.1 
 142.0 164.5 143.2 239.5 
 115.2 168.7 99.7 202.0 
 180.7 171.0 192.0 203.8 
 96.7 203.8 109.2 171.0 
 192.0 204.4 215.2 191.3 
 138.4 118.7 143.2 152.6 
 571.8 179.4 575.3 238.9 
 548.5 176.4 537.2 206.8 
 599.1 179.4 631.9 192.5 
 536.6 204.4 545.6 178.8 
 630.7 194.3 642.6 175.8 
 570.0 131.2 570.0 162.1 
Zumba_Fitness_Basic_Steps_De_00000737.jpg 3 6
 383.7 182.9 387.8 255.6 
 361.0 181.8 353.3 223.4 
 418.2 187.7 453.9 206.2 
 350.9 221.6 353.9 186.5 
 455.7 205.0 468.2 179.4 
 380.1 134.7 382.5 168.1 
 143.2 165.7 145.0 240.1 
 121.1 167.5 103.3 203.8 
 174.1 170.4 185.4 203.8 
 101.5 205.0 111.6 174.0 
 187.8 207.9 214.6 193.1 
 142.0 118.7 143.8 152.0 
 570.6 178.2 571.8 238.9 
 554.5 175.8 540.2 209.1 
 596.8 180.0 628.9 199.6 
 540.8 209.7 544.4 181.2 
 627.7 200.2 639.6 177.6 
 570.6 132.4 570.0 162.1 
Zumba_Fitness_Basic_Steps_De_00000738.jpg 3 6
 383.1 186.5 385.4 257.4 
 359.8 184.7 357.5 222.2 
 418.2 187.7 451.5 213.3 
 355.1 222.8 353.9 185.9 
 451.5 212.7 467.0 182.4 
 380.1 135.3 385.4 171.0 
 145.6 164.5 141.4 238.3 
 118.8 168.1 106.3 205.6 
 175.3 169.9 184.2 208.5 
 103.9 207.4 112.2 170.4 
 184.8 207.4 215.8 193.1 
 138.4 121.0 145.0 152.6 
 569.4 180.0 573.5 244.9 
 542.6 180.6 541.4 215.1 
 595.6 185.3 625.9 206.8 
 542.0 214.5 547.4 181.2 
 627.1 206.8 642.6 180.0 
 567.0 139.5 570.6 168.1 
Zumba_Fitness_Basic_Steps_De_00000741.jpg 3 6
 383.7 191.9 386.0 262.1 
 356.9 188.3 353.9 225.8 
 418.8 193.1 449.1 218.7 
 352.1 225.2 355.1 188.9 
 447.9 219.3 465.2 185.3 
 380.7 137.7 383.7 170.4 
 142.6 166.3 142.0 242.5 
 118.2 169.3 103.3 209.7 
 172.9 174.0 184.2 209.1 
 102.1 208.5 111.6 176.4 
 184.8 211.5 217.0 200.8 
 137.2 122.2 141.4 156.8 
 564.0 188.9 570.6 251.4 
 540.2 183.5 541.4 216.3 
 591.4 191.3 624.7 213.3 
 537.8 215.1 556.3 188.3 
 621.8 212.7 637.2 186.5 
 567.0 140.7 565.2 173.4 
Zumba_Fitness_Basic_Steps_De_00000742.jpg 3 6
 387.2 192.5 387.2 256.8 
 354.5 192.5 350.3 224.6 
 420.6 191.9 451.5 221.0 
 350.9 225.8 358.1 190.1 
 452.7 222.2 462.8 188.9 
 382.5 138.3 384.3 172.2 
 144.4 172.2 142.0 239.5 
 117.0 175.2 97.3 209.1 
 175.9 174.0 184.8 211.5 
 92.0 211.5 105.7 180.0 
 184.8 210.9 214.6 202.6 
 137.8 123.4 141.4 156.8 
 563.4 191.9 568.8 253.2 
 537.8 188.3 539.6 216.9 
 592.0 191.3 621.2 212.1 
 536.0 215.7 553.9 190.7 
 621.8 212.1 634.9 182.4 
 564.6 141.9 565.2 172.8 
Zumba_Fitness_Basic_Steps_De_00000743.jpg 3 6
 387.2 193.1 390.2 262.7 
 361.6 188.3 346.2 227.0 
 419.4 194.9 449.1 218.7 
 344.4 223.4 355.1 188.3 
 450.3 217.5 465.2 191.9 
 383.1 137.7 383.7 173.4 
 145.6 172.2 143.2 240.1 
 114.0 175.8 89.0 203.8 
 177.7 174.0 187.8 212.7 
 87.2 202.6 114.0 176.4 
 189.0 213.9 218.2 200.2 
 139.0 124.6 143.2 156.8 
 566.4 188.3 570.6 248.4 
 539.0 188.3 537.2 215.7 
 590.8 190.1 620.6 210.3 
 535.4 214.5 555.1 191.9 
 623.5 207.9 634.9 179.4 
 561.0 139.5 562.8 174.6 
Zumba_Fitness_Basic_Steps_De_00000753.jpg 3 6
 411.0 190.7 421.2 262.1 
 382.5 201.4 349.1 230.6 
 429.5 188.9 459.9 212.1 
 350.3 230.0 324.7 205.0 
 462.8 213.9 428.3 186.5 
 405.7 141.3 406.9 178.2 
 167.6 172.8 175.9 253.2 
 139.0 185.9 118.8 219.9 
 193.2 177.6 208.1 210.3 
 120.0 220.5 99.1 193.1 
 209.8 210.3 197.3 178.8 
 153.3 130.6 161.6 163.9 
 573.5 190.7 574.1 251.4 
 545.0 196.0 510.4 215.1 
 587.2 192.5 611.0 203.2 
 511.6 215.1 489.0 197.2 
 612.8 203.8 599.1 180.6 
 567.6 144.3 570.6 173.4 
Zumba_Fitness_Basic_Steps_De_00000755.jpg 3 6
 421.8 202.0 433.7 264.5 
 389.0 206.8 365.8 240.1 
 435.4 199.0 470.6 216.3 
 365.2 242.5 345.0 215.7 
 470.0 217.5 439.6 196.6 
 412.8 144.3 417.0 175.8 
 171.7 171.6 180.7 245.5 
 146.1 180.6 123.5 216.9 
 199.7 171.0 216.4 202.0 
 121.7 216.9 100.3 198.4 
 219.4 205.6 205.7 177.0 
 152.7 127.0 162.2 158.5 
 573.5 196.6 578.9 256.2 
 548.5 203.8 514.6 216.9 
 591.4 194.9 612.8 206.8 
 512.2 218.1 492.0 200.8 
 616.4 206.2 600.9 181.8 
 571.2 145.4 572.4 178.8 
Zumba_Fitness_Basic_Steps_De_00000766.jpg 3 6
 413.4 165.1 418.8 239.5 
 384.3 166.3 350.3 180.6 
 440.8 157.9 479.5 152.0 
 352.1 180.6 347.3 151.4 
 484.3 152.0 473.5 140.1 
 409.3 116.3 412.8 147.2 
 153.3 152.0 157.5 225.2 
 127.1 157.4 105.1 187.1 
 184.8 149.0 203.3 178.2 
 105.1 186.5 96.7 155.6 
 208.1 178.8 189.6 149.6 
 145.6 105.6 149.1 137.7 
 574.7 165.7 578.3 228.2 
 555.7 161.5 542.0 192.5 
 602.7 166.3 621.8 184.7 
 539.6 193.1 549.1 166.3 
 623.5 185.3 621.2 154.4 
 574.7 120.4 575.3 152.6 
Zumba_Fitness_Basic_Steps_De_00000778.jpg 3 6
 389.6 181.8 384.8 250.8 
 365.2 180.6 358.7 216.3 
 422.9 196.6 449.7 224.0 
 359.3 218.7 389.6 200.2 
 456.9 226.4 466.4 192.5 
 389.6 140.1 390.8 171.0 
 134.2 170.4 136.0 240.7 
 110.4 172.2 92.6 201.4 
 171.1 177.6 185.4 209.7 
 89.0 199.0 108.0 173.4 
 186.6 212.7 211.6 193.7 
 142.6 126.4 137.8 159.7 
 577.1 177.6 578.9 238.9 
 554.5 175.8 549.1 197.2 
 605.7 183.5 637.8 199.0 
 549.7 199.0 566.4 185.3 
 643.2 198.4 667.0 184.7 
 574.7 140.7 577.1 167.5 
Zumba_Fitness_Basic_Steps_De_00000783.jpg 3 6
 374.1 184.1 354.5 256.2 
 349.1 182.9 345.6 215.7 
 405.7 209.1 429.5 238.3 
 343.2 218.7 381.9 200.2 
 433.7 241.3 456.3 210.9 
 377.1 144.3 374.1 177.6 
 128.3 175.8 126.5 249.0 
 111.0 174.0 86.6 202.6 
 162.8 185.3 180.1 216.9 
 84.8 203.8 103.3 174.0 
 180.1 216.9 209.8 201.4 
 137.8 130.6 136.6 165.1 
 573.5 194.3 577.7 251.4 
 554.5 186.5 549.7 205.0 
 608.7 196.6 639.6 210.9 
 552.1 203.8 574.7 184.1 
 641.4 212.7 665.2 187.7 
 575.9 150.2 577.7 180.6 
Zumba_Fitness_Basic_Steps_De_00000784.jpg 3 6
 370.0 192.5 352.7 257.4 
 348.5 184.1 340.8 215.7 
 405.7 212.7 429.5 240.7 
 340.8 215.7 377.7 201.4 
 432.5 241.3 456.9 211.5 
 376.5 146.6 373.5 177.0 
 129.5 174.0 120.0 249.0 
 101.5 174.0 82.5 200.8 
 158.6 184.7 176.5 216.3 
 81.9 202.0 96.1 180.0 
 177.7 219.3 207.5 206.2 
 136.6 134.1 133.0 166.3 
 572.4 193.7 575.3 250.2 
 555.7 185.9 546.2 203.2 
 608.1 194.9 636.0 211.5 
 546.2 203.2 572.4 184.1 
 639.0 212.1 664.6 188.9 
 573.5 147.8 573.5 179.4 
Zumba_Fitness_Basic_Steps_De_00000785.jpg 3 6
 127.7 176.4 118.8 249.0 
 96.1 174.0 76.5 198.4 
 158.1 183.5 177.7 217.5 
 73.5 197.2 96.7 185.9 
 175.3 218.7 199.1 206.8 
 135.4 132.9 133.0 162.7 
 363.4 188.9 350.3 258.5 
 345.6 183.5 333.7 213.9 
 403.9 211.5 422.3 240.1 
 333.1 217.5 364.0 202.6 
 428.9 241.3 448.5 218.1 
 370.6 147.2 369.4 177.6 
 574.1 191.9 573.5 249.6 
 550.9 184.1 546.2 203.2 
 605.7 196.6 637.2 209.7 
 544.4 203.2 571.2 182.4 
 637.8 209.1 661.0 191.9 
 574.1 146.6 578.3 177.6 
Zumba_Fitness_Basic_Steps_De_00000794.jpg 3 6
 362.8 184.1 361.0 253.2 
 325.3 186.5 303.9 215.1 
 382.5 186.5 392.0 224.0 
 297.9 218.1 287.8 182.4 
 391.4 222.2 390.8 183.5 
 360.4 136.5 361.0 166.3 
 128.3 171.6 130.7 238.9 
 101.5 176.4 84.2 209.1 
 158.6 172.8 150.3 207.4 
 83.6 210.9 52.7 186.5 
 150.9 208.5 130.7 185.3 
 128.3 123.4 129.5 155.0 
 574.1 181.8 571.2 244.9 
 547.4 187.1 517.0 199.6 
 594.4 182.9 612.8 203.8 
 515.2 201.4 497.4 174.0 
 612.8 204.4 603.3 171.6 
 573.0 139.5 573.5 167.5 
Zumba_Fitness_Basic_Steps_De_00000797.jpg 3 6
 129.5 177.0 124.1 241.3 
 100.9 179.4 84.2 213.3 
 159.8 176.4 160.4 212.1 
 80.1 213.9 51.5 199.0 
 159.8 211.5 134.2 195.4 
 127.1 127.0 127.1 158.5 
 357.5 188.3 356.9 255.6 
 327.7 192.5 303.3 219.3 
 381.9 194.3 395.6 227.6 
 298.5 219.3 287.8 185.9 
 393.8 225.8 387.8 190.1 
 359.8 135.3 361.0 171.0 
 568.8 182.4 571.2 246.0 
 546.8 190.7 514.6 203.8 
 589.6 182.9 609.3 208.5 
 512.8 205.0 500.3 180.0 
 609.9 207.4 598.5 174.6 
 570.0 141.9 569.4 171.0 
Zumba_Fitness_Basic_Steps_De_00000798.jpg 3 6
 356.3 184.1 353.3 255.0 
 328.3 189.5 302.1 219.9 
 381.9 192.5 396.2 222.8 
 300.9 224.0 289.0 184.7 
 397.3 228.8 395.6 195.4 
 361.6 135.9 360.4 170.4 
 128.3 172.2 127.1 241.9 
 98.5 178.2 80.7 207.9 
 161.6 178.2 165.8 210.3 
 81.3 210.9 46.7 202.6 
 163.4 210.9 139.6 196.0 
 124.1 130.6 128.9 158.5 
 570.6 183.5 568.8 247.2 
 544.4 188.9 515.2 204.4 
 594.4 186.5 607.5 206.8 
 512.8 204.4 502.1 180.6 
 611.0 207.4 596.8 177.6 
 571.8 142.5 571.8 171.6 
Zumba_Fitness_Basic_Steps_De_00000811.jpg 3 6
 308.7 193.1 298.5 262.1 
 285.4 187.7 264.6 215.1 
 343.2 211.5 359.8 244.3 
 263.4 217.5 293.8 195.4 
 364.0 246.6 378.9 213.9 
 324.1 146.6 321.7 181.2 
 102.1 169.3 96.1 241.3 
 75.3 168.7 45.5 191.3 
 137.2 177.6 148.5 208.5 
 46.1 191.9 67.6 192.5 
 145.0 207.4 171.7 209.7 
 110.4 127.0 108.6 155.6 
 548.5 195.4 541.4 252.6 
 523.5 186.5 519.4 209.1 
 577.1 203.8 607.5 218.7 
 518.2 207.9 543.8 186.5 
 609.9 219.9 630.1 194.3 
 555.1 150.2 553.9 181.8 
Zumba_Fitness_Basic_Steps_De_00000955.jpg 3 6
 324.7 178.2 325.9 249.0 
 295.6 181.8 297.9 225.2 
 349.7 176.4 356.9 208.5 
 299.1 232.4 299.7 275.8 
 362.8 210.9 372.3 239.5 
 327.1 126.4 326.5 157.9 
 150.3 157.9 153.3 227.0 
 118.8 160.3 119.4 200.2 
 181.9 160.9 184.2 197.2 
 118.8 202.0 116.4 234.7 
 184.2 199.6 192.0 230.0 
 150.3 114.5 151.5 145.4 
 536.6 165.7 538.4 225.8 
 509.3 165.1 505.1 197.2 
 560.4 170.4 559.3 200.2 
 506.3 202.6 499.1 233.5 
 562.2 202.6 564.6 235.9 
 539.0 125.2 537.8 150.8 
Zumba_Fitness_Basic_Steps_De_00001156.jpg 3 6
 359.8 171.6 353.9 241.3 
 330.1 172.8 302.7 200.2 
 394.4 184.7 421.8 213.3 
 300.9 203.2 312.2 241.9 
 422.9 215.1 398.5 239.5 
 364.0 128.2 364.0 160.3 
 171.7 154.4 170.0 219.9 
 143.8 159.1 125.3 189.5 
 202.1 161.5 220.0 191.9 
 127.1 191.3 130.7 218.7 
 219.4 194.3 209.8 230.0 
 171.7 110.3 174.7 140.7 
 547.4 165.7 545.6 226.4 
 520.6 168.7 493.2 194.3 
 576.5 169.9 597.4 196.0 
 492.6 196.6 507.5 224.0 
 599.1 198.4 584.3 224.6 
 546.8 121.6 545.0 150.2 
Zumba_Fitness_Basic_Steps_De_00001285.jpg 3 6
 401.5 180.6 403.3 247.8 
 371.2 182.4 346.7 210.9 
 438.4 181.8 465.2 210.3 
 345.6 215.7 359.3 246.0 
 465.2 212.1 445.0 247.2 
 404.5 128.2 404.5 161.5 
 192.6 157.9 193.8 227.6 
 164.6 160.3 143.2 191.3 
 227.1 159.1 245.0 191.9 
 143.2 193.1 153.9 225.8 
 246.7 193.7 234.8 227.6 
 190.8 109.7 192.6 140.7 
 600.3 168.1 603.9 229.4 
 575.3 175.2 547.9 199.6 
 627.1 171.0 650.3 197.2 
 545.6 202.6 564.6 233.5 
 653.3 196.6 639.0 227.6 
 600.3 124.6 600.9 156.2 
Zumba_Fitness_Basic_Steps_De_00001322.jpg 3 6
 405.7 172.2 404.5 241.9 
 378.3 174.0 347.3 204.4 
 441.4 178.8 465.2 209.1 
 346.7 209.7 365.2 244.9 
 466.4 210.3 442.0 243.1 
 405.7 133.5 408.7 162.1 
 178.9 160.9 174.1 226.4 
 148.5 162.7 127.7 192.5 
 208.1 162.7 227.7 196.0 
 128.3 193.7 132.5 224.0 
 233.6 197.2 216.4 231.2 
 177.7 112.1 179.5 145.4 
 584.3 165.1 584.3 226.4 
 558.7 170.4 530.7 195.4 
 612.8 172.2 629.5 197.2 
 529.5 197.8 543.2 227.0 
 632.5 199.0 618.2 227.6 
 586.0 122.2 584.9 149.6 
Zumba_Fitness_Basic_Steps_De_00001479.jpg 3 6
 353.3 167.5 351.5 236.5 
 326.5 173.4 318.8 213.9 
 389.0 174.6 416.4 202.0 
 317.0 218.1 318.8 255.6 
 415.8 204.4 395.6 243.1 
 356.3 118.1 355.7 157.4 
 168.8 150.8 168.2 222.2 
 141.4 156.2 121.1 187.1 
 200.3 156.2 215.8 192.5 
 122.9 190.7 127.1 221.0 
 216.4 195.4 205.7 228.2 
 168.2 107.4 168.8 138.3 
 547.9 163.9 546.2 227.6 
 524.1 168.1 492.6 194.3 
 574.1 165.7 596.8 199.6 
 494.4 197.8 507.5 229.4 
 602.1 197.8 583.1 229.4 
 546.8 119.3 547.4 150.2 
Zumba_Fitness_Basic_Steps_De_00001501.jpg 3 6
 168.8 154.4 168.2 221.0 
 140.8 154.4 123.5 190.1 
 200.9 156.8 215.2 190.7 
 124.7 191.9 128.3 222.8 
 218.2 194.9 207.5 231.2 
 167.0 107.9 168.2 140.1 
 356.3 172.8 355.7 242.5 
 324.1 175.2 309.8 210.3 
 386.6 177.0 402.7 206.8 
 310.4 213.3 310.4 247.8 
 406.3 207.9 393.8 238.9 
 357.5 132.9 358.7 160.9 
 550.9 166.3 547.4 225.8 
 524.7 166.9 498.5 189.5 
 576.5 167.5 600.3 196.6 
 496.2 194.9 508.7 227.6 
 599.7 199.0 586.6 228.2 
 549.7 119.3 550.9 150.2 
Zumba_Fitness_Basic_Steps_De_00001646.jpg 3 6
 362.8 169.9 361.0 237.1 
 330.7 171.6 297.3 195.4 
 391.4 172.8 429.5 192.5 
 297.9 199.6 313.4 231.2 
 429.5 193.7 403.9 230.0 
 359.8 121.0 358.7 153.2 
 170.0 150.2 165.8 221.6 
 143.2 156.2 125.9 186.5 
 205.1 156.2 218.8 189.5 
 126.5 190.1 127.1 218.7 
 220.6 193.1 211.0 227.0 
 170.0 106.8 174.1 136.5 
 544.4 157.9 544.4 223.4 
 520.0 165.1 490.8 195.4 
 571.8 166.3 597.4 196.0 
 492.6 198.4 506.3 228.2 
 598.0 194.3 584.9 227.0 
 542.6 118.7 546.2 147.8 
Zumba_Fitness_Basic_Steps_De_00001649.jpg 3 6
 362.2 171.6 361.0 238.3 
 331.9 175.8 301.5 199.6 
 392.6 173.4 423.5 199.6 
 302.1 205.6 322.9 237.1 
 423.5 203.2 403.9 233.5 
 360.4 120.4 361.0 153.8 
 168.2 154.4 168.8 224.0 
 143.2 156.2 124.7 185.3 
 202.7 153.2 215.8 191.9 
 123.5 186.5 128.9 218.7 
 218.8 194.9 209.2 228.2 
 171.1 107.4 172.3 137.1 
 547.9 165.7 545.6 224.6 
 521.2 166.9 492.6 193.1 
 573.5 167.5 597.4 194.9 
 493.8 197.8 506.3 229.4 
 599.7 195.4 586.0 228.2 
 546.2 119.3 547.4 149.6 
Zumba_Fitness_Basic_Steps_De_00001717.jpg 3 6
 360.4 172.8 358.1 238.9 
 331.9 176.4 299.1 203.8 
 393.2 176.4 424.1 209.1 
 300.3 207.4 319.4 241.3 
 425.9 208.5 402.7 245.5 
 359.3 123.4 359.8 157.4 
 168.2 152.0 164.6 222.8 
 142.0 158.5 118.8 186.5 
 200.9 153.8 214.6 189.5 
 121.1 188.9 125.9 221.0 
 218.2 193.1 210.4 227.0 
 170.6 108.5 170.6 140.1 
 548.5 166.3 547.4 226.4 
 521.8 169.3 495.6 195.4 
 579.5 167.5 601.5 199.0 
 496.8 197.2 511.0 229.4 
 603.3 198.4 585.5 231.8 
 548.5 121.0 549.1 151.4 
Zumba_Fitness_Basic_Steps_De_00001731.jpg 3 6
 359.3 177.0 365.8 246.6 
 330.1 185.9 298.5 209.7 
 384.8 177.0 405.1 210.3 
 297.9 213.9 322.9 245.5 
 404.5 209.1 393.2 241.3 
 362.8 131.8 365.8 166.3 
 169.4 156.2 168.8 230.0 
 146.7 158.5 125.9 188.3 
 190.8 156.2 195.0 188.3 
 122.9 192.5 130.7 225.8 
 197.9 192.5 195.0 228.2 
 165.8 110.9 168.8 141.3 
 553.3 171.6 558.7 231.8 
 527.7 175.8 500.9 197.8 
 565.2 175.2 575.9 200.2 
 499.7 203.8 519.4 231.8 
 577.1 200.8 572.4 227.6 
 548.5 128.2 549.7 156.8 
Zumba_Fitness_Basic_Steps_De_00001745.jpg 3 6
 365.8 184.1 368.2 243.1 
 333.7 187.1 300.3 216.3 
 384.3 179.4 402.1 206.2 
 305.1 218.1 329.5 249.0 
 403.9 209.7 390.8 243.7 
 368.2 132.4 369.4 168.1 
 159.8 159.7 162.2 229.4 
 135.4 163.9 111.6 193.7 
 186.0 160.3 190.8 193.1 
 111.6 196.6 122.9 229.4 
 194.4 194.9 191.4 230.6 
 156.9 113.9 161.0 147.2 
 548.5 177.0 549.7 243.7 
 525.3 182.4 497.4 202.6 
 561.6 178.8 572.4 205.6 
 494.4 205.0 514.0 235.9 
 574.7 207.9 569.4 237.1 
 549.7 133.5 550.3 161.5 
Zumba_Fitness_Basic_Steps_De_00001747.jpg 3 6
 367.0 182.4 363.4 251.4 
 333.1 193.1 304.5 220.5 
 390.2 180.6 411.0 209.1 
 305.7 220.5 325.3 250.8 
 410.4 212.7 397.9 246.6 
 367.6 131.8 369.4 165.7 
 165.2 160.3 165.2 228.8 
 140.2 164.5 112.2 195.4 
 190.2 161.5 201.5 195.4 
 113.4 196.0 122.3 227.6 
 203.3 197.8 198.5 232.4 
 160.4 112.7 164.6 148.4 
 556.9 175.8 555.7 237.7 
 528.3 182.9 500.3 204.4 
 571.8 177.0 584.9 202.6 
 500.9 208.5 521.2 234.1 
 585.5 206.2 576.5 236.5 
 552.1 134.1 554.5 161.5 
Zumba_Fitness_Basic_Steps_De_00001858.jpg 3 6
 382.5 175.8 378.9 240.7 
 357.5 177.6 336.6 201.4 
 419.4 185.3 439.6 213.9 
 337.8 205.6 343.2 238.9 
 443.2 219.9 415.2 244.9 
 387.8 130.0 389.0 162.7 
 174.1 155.0 168.2 224.0 
 149.1 157.4 133.0 187.7 
 209.8 165.1 226.5 195.4 
 131.9 190.7 138.4 224.0 
 228.9 195.4 210.4 224.0 
 178.3 112.1 178.3 143.1 
 580.7 173.4 579.5 234.1 
 555.7 174.6 533.7 203.8 
 612.2 181.2 634.9 202.6 
 534.3 206.2 543.8 235.3 
 636.6 206.8 620.6 233.0 
 585.5 130.0 584.3 159.7 
Zumba_Fitness_Basic_Steps_De_00001900.jpg 3 6
 355.7 173.4 346.2 243.1 
 335.4 171.6 315.8 199.6 
 388.4 187.7 408.7 215.1 
 314.6 202.6 318.8 244.9 
 406.9 217.5 379.5 241.3 
 358.1 130.6 359.3 162.7 
 156.3 153.8 149.7 220.5 
 144.4 150.2 131.3 184.7 
 184.8 164.5 199.1 200.2 
 131.9 188.3 133.6 217.5 
 195.6 205.6 180.1 221.6 
 162.2 113.9 159.2 144.9 
 561.0 170.4 552.1 228.8 
 539.6 170.4 524.1 200.2 
 588.4 177.0 612.8 204.4 
 524.1 199.6 529.5 229.4 
 613.4 207.4 593.8 233.5 
 566.4 127.0 564.6 157.4 
Zumba_Fitness_Basic_Steps_De_00001939.jpg 3 6
 336.0 178.2 335.4 245.5 
 303.9 182.9 277.1 209.7 
 367.0 177.0 393.2 210.3 
 278.9 212.7 296.2 242.5 
 393.2 215.1 373.5 245.5 
 339.0 131.8 337.2 165.1 
 161.6 151.4 161.6 226.4 
 133.6 155.6 109.2 188.9 
 194.4 156.2 206.9 192.5 
 110.4 193.1 119.4 222.2 
 208.6 196.0 202.7 225.2 
 161.0 110.3 163.4 141.3 
 562.8 169.9 562.8 230.0 
 536.0 174.6 508.7 200.2 
 585.5 173.4 607.5 201.4 
 509.3 204.4 525.3 232.4 
 606.9 203.2 596.8 235.3 
 564.0 128.2 563.4 157.4 
Zumba_Fitness_Basic_Steps_De_00001944.jpg 3 6
 342.6 177.6 342.6 243.7 
 309.8 185.9 283.7 211.5 
 371.8 178.2 396.8 207.9 
 284.2 216.9 304.5 245.5 
 398.5 210.3 380.1 244.3 
 346.7 132.9 345.0 165.1 
 170.6 157.4 170.0 223.4 
 139.6 160.9 118.8 188.3 
 195.0 159.1 205.1 189.5 
 117.6 194.9 127.1 227.0 
 207.5 194.9 206.9 228.8 
 172.9 113.9 170.6 144.3 
 570.0 169.9 569.4 226.4 
 551.5 174.0 521.8 197.8 
 585.5 174.0 598.0 200.2 
 521.8 200.2 532.5 230.6 
 599.1 200.8 595.6 232.4 
 569.4 128.2 570.6 157.4 
Zumba_Fitness_Basic_Steps_De_00002255.jpg 3 6
 317.0 170.4 317.0 240.1 
 288.4 176.4 279.5 212.7 
 348.5 177.0 364.6 209.1 
 280.1 215.1 275.9 248.4 
 367.6 213.9 367.6 244.3 
 317.6 123.4 318.2 157.9 
 170.0 156.8 168.8 224.0 
 139.0 163.3 129.5 194.3 
 197.3 158.5 214.0 192.5 
 129.5 199.0 132.5 234.1 
 217.6 196.6 211.6 229.4 
 168.8 109.7 170.0 141.9 
 545.6 166.3 542.0 227.6 
 520.0 167.5 513.4 200.8 
 571.2 169.9 573.0 201.4 
 513.4 203.2 511.6 234.7 
 573.5 202.6 574.1 235.9 
 546.2 126.4 545.0 154.4 
Zumba_Fitness_Basic_Steps_De_00002275.jpg 3 6
 346.2 187.1 346.7 252.6 
 315.8 192.5 283.7 220.5 
 370.6 183.5 400.9 207.9 
 280.7 220.5 259.2 198.4 
 402.1 207.9 369.4 189.5 
 350.3 138.9 351.5 170.4 
 187.2 162.7 183.6 233.5 
 158.1 170.4 137.2 202.0 
 207.5 163.3 222.3 195.4 
 137.2 202.6 106.3 187.1 
 222.3 196.0 201.5 175.8 
 175.3 122.8 181.3 152.6 
 553.9 185.3 552.7 249.0 
 528.9 196.0 496.2 210.9 
 570.0 185.9 589.0 208.5 
 498.5 211.5 477.1 195.4 
 591.4 208.5 577.1 184.7 
 554.5 145.4 553.9 173.4 
Zumba_Fitness_Basic_Steps_De_00002286.jpg 3 6
 369.4 183.5 370.6 252.0 
 345.0 186.5 329.5 222.2 
 403.9 186.5 436.6 203.2 
 331.9 222.8 334.2 184.1 
 441.4 207.9 439.6 177.0 
 367.6 134.7 369.4 167.5 
 188.4 165.7 190.8 232.4 
 158.6 167.5 142.0 200.2 
 221.1 168.1 242.0 193.7 
 142.0 201.4 165.2 183.5 
 241.4 194.3 259.2 182.4 
 183.1 124.6 184.8 152.6 
 553.9 175.2 555.7 239.5 
 534.3 179.4 518.2 209.1 
 578.3 181.8 611.0 196.6 
 518.8 207.4 530.7 178.8 
 614.0 199.6 623.5 178.2 
 556.3 138.3 556.3 163.9 
Zumba_Fitness_Basic_Steps_De_00002289.jpg 3 6
 374.1 187.1 374.1 252.6 
 355.1 187.7 343.8 221.0 
 405.7 191.3 434.3 215.1 
 341.4 221.6 342.6 183.5 
 437.2 217.5 444.4 184.1 
 371.2 135.9 372.9 172.2 
 186.0 170.4 186.6 238.3 
 160.4 168.7 152.1 207.9 
 217.0 171.6 232.5 202.6 
 153.3 208.5 172.9 179.4 
 233.1 204.4 260.4 191.3 
 184.2 124.6 187.2 157.4 
 555.7 187.7 556.9 244.9 
 531.9 187.7 527.7 216.3 
 581.9 191.3 611.6 205.6 
 528.3 215.1 536.6 185.3 
 610.5 206.8 625.9 185.3 
 556.9 141.3 555.1 168.7 
Zumba_Fitness_Basic_Steps_De_00002290.jpg 3 6
 372.3 186.5 374.7 253.2 
 355.1 187.7 341.4 222.8 
 403.9 192.5 436.0 216.9 
 341.4 221.6 343.2 187.1 
 435.4 218.7 446.2 185.3 
 370.6 137.7 373.5 169.9 
 184.8 168.7 185.4 235.9 
 161.0 171.6 153.9 206.2 
 217.6 177.0 230.1 205.0 
 150.9 205.0 169.4 180.6 
 233.1 207.4 258.1 191.9 
 184.8 127.0 184.8 155.0 
 555.7 186.5 559.3 245.5 
 530.1 186.5 530.1 217.5 
 582.5 188.3 610.5 206.8 
 530.7 213.3 537.8 186.5 
 611.0 207.9 626.5 182.4 
 555.1 143.1 555.7 173.4 
Zumba_Fitness_Basic_Steps_De_00002316.jpg 3 6
 402.1 170.4 399.7 237.7 
 374.1 167.5 339.0 188.3 
 421.8 165.1 453.9 169.9 
 336.6 189.5 336.6 162.1 
 453.9 172.8 428.3 155.6 
 400.3 121.0 400.3 155.6 
 183.6 151.4 184.8 219.3 
 159.2 154.4 135.4 182.9 
 216.4 150.8 237.8 182.9 
 131.9 181.2 125.9 151.4 
 237.2 178.2 225.3 148.4 
 180.1 106.2 183.1 137.7 
 562.2 180.6 564.0 239.5 
 543.8 180.6 527.7 200.8 
 588.4 182.4 609.9 199.6 
 521.8 205.6 527.1 172.2 
 611.0 199.6 611.0 168.7 
 564.6 136.5 566.4 164.5 
